,uri,,ref_id,,title,,first_date,,container,
<record><uri>,/repositories/3/archival_objects/342184,</uri><cid>,MC147_c00023,</cid><unittitle>,Executive Committee Meetings,</unittitle><unitdate>,1980-1985,</unitdate><container>,box 16 folder 1-16 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342185,</uri><cid>,MC147_c00024,</cid><unittitle>,Executive Committee Meetings,</unittitle><unitdate>,1985-1991,</unitdate><container>,box 17 folder 1-11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342186,</uri><cid>,MC147_c00025,</cid><unittitle>,Executive Committee Meetings,</unittitle><unitdate>,1992-1994,</unitdate><container>,box 18 folder 1-6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342187,</uri><cid>,MC147_c00026,</cid><unittitle>,Mailings to Board and Executive Committee,</unittitle><unitdate>,1940-1942,</unitdate><container>,box 18 folder 7-19 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342188,</uri><cid>,MC147_c00027,</cid><unittitle>,Mailings to Board and Executive Committee,</unittitle><unitdate>,1968-1973,</unitdate><container>,box 19 folder 1-17 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342189,</uri><cid>,MC147_c00028,</cid><unittitle>,Mailings to Board and Executive Committee,</unittitle><unitdate>,1990-1993,</unitdate><container>,box 20 folder 1-5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342190,</uri><cid>,MC147_c00029,</cid><unittitle>,Committees: Administrative,</unittitle><unitdate>,1942-1944,</unitdate><container>,box 20 folder 6-8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342191,</uri><cid>,MC147_c00030,</cid><unittitle>,Committees: Advisory,</unittitle><unitdate>,1973,</unitdate><container>,box 20 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342192,</uri><cid>,MC147_c00031,</cid><unittitle>,Committees: Arts and Crafts,</unittitle><unitdate>,1958-1963,</unitdate><container>,box 21 folder 1-4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342193,</uri><cid>,MC147_c00032,</cid><unittitle>,Committees: Budget,</unittitle><unitdate>,1956-1957,</unitdate><container>,box 21 folder 5-6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342194,</uri><cid>,MC147_c00033,</cid><unittitle>,Committees: Education,</unittitle><unitdate>,1955-1957,</unitdate><container>,box 21 folder 7-15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342195,</uri><cid>,MC147_c00034,</cid><unittitle>,Committees: Film,</unittitle><unitdate>,1949-1950,</unitdate><container>,box 21 folder 16-17 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342196,</uri><cid>,MC147_c00035,</cid><unittitle>,Committees: Film,</unittitle><unitdate>,1951,</unitdate><container>,box 22 folder 1-2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342197,</uri><cid>,MC147_c00036,</cid><unittitle>,Committees: Finance,</unittitle><unitdate>,1952-1956,</unitdate><container>,box 22 folder 3-4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342198,</uri><cid>,MC147_c00037,</cid><unittitle>,Committees: Fund Raising,</unittitle><unitdate>,1991-1993,</unitdate><container>,box 22 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342199,</uri><cid>,MC147_c00038,</cid><unittitle>,Committees: Government Relations,</unittitle><unitdate>,1944-1946,</unitdate><container>,box 22 folder 6-7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342200,</uri><cid>,MC147_c00039,</cid><unittitle>,Committees: Health,</unittitle><unitdate>,1953,</unitdate><container>,box 22 folder 8-11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342201,</uri><cid>,MC147_c00040,</cid><unittitle>,Committees: Health (Environmental Sanitation Project),</unittitle><unitdate>,1959,</unitdate><container>,box 22 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342202,</uri><cid>,MC147_c00041,</cid><unittitle>,Committees: Health,</unittitle><unitdate>,1960-1970,</unitdate><container>,box 23 folder 1-8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342203,</uri><cid>,MC147_c00042,</cid><unittitle>,Committees: Health,</unittitle><unitdate>,1986,</unitdate><container>,box 24 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342204,</uri><cid>,MC147_c00043,</cid><unittitle>,Committees: Indian Relations,</unittitle><unitdate>,1955-1958,</unitdate><container>,box 24 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342205,</uri><cid>,MC147_c00044,</cid><unittitle>,Committees: Indian Welfare,</unittitle><unitdate>,1956-1962,</unitdate><container>,box 24 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342206,</uri><cid>,MC147_c00045,</cid><unittitle>,Committees: Industrial Development,</unittitle><unitdate>,1956-1958,</unitdate><container>,box 24 folder 4-5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342207,</uri><cid>,MC147_c00046,</cid><unittitle>,Committees: Institute Planning,</unittitle><unitdate>,1942,</unitdate><container>,box 24 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342208,</uri><cid>,MC147_c00047,</cid><unittitle>,Committees: Legal,</unittitle><unitdate>,1955-1959,</unitdate><container>,box 24 folder 7-8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342209,</uri><cid>,MC147_c00048,</cid><unittitle>,Committees: Legislative,</unittitle><unitdate>,1943,</unitdate><container>,box 24 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342210,</uri><cid>,MC147_c00049,</cid><unittitle>,Committees: Membership,</unittitle><unitdate>,1942-1946,</unitdate><container>,box 24 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342211,</uri><cid>,MC147_c00050,</cid><unittitle>,Committees: Nominating,</unittitle><unitdate>,1934,</unitdate><container>,box 24 folder 11-19 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342212,</uri><cid>,MC147_c00051,</cid><unittitle>,Committees: Personnel,</unittitle><unitdate>,1944-1946,</unitdate><container>,box 24 folder 20 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342213,</uri><cid>,MC147_c00052,</cid><unittitle>,"Committees: ""Program Study""",</unittitle><unitdate>,1943-1944,</unitdate><container>,box 24 folder 21 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342214,</uri><cid>,MC147_c00053,</cid><unittitle>,"Committees: ""Program Study:"" Education",</unittitle><unitdate>,1943-1944,</unitdate><container>,box 25 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342215,</uri><cid>,MC147_c00054,</cid><unittitle>,"Committees: ""Program Study:"" Health",</unittitle><unitdate>,1943,</unitdate><container>,box 25 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342216,</uri><cid>,MC147_c00055,</cid><unittitle>,"Committees: ""Program Study:"" Law",</unittitle><unitdate>,1943-1944,</unitdate><container>,box 25 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342217,</uri><cid>,MC147_c00056,</cid><unittitle>,"Committees: ""Program Study:"" Social and Economic Organization",</unittitle><unitdate>,1943,</unitdate><container>,box 25 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342218,</uri><cid>,MC147_c00057,</cid><unittitle>,"Committees: ""Program Study:"" Steering",</unittitle><unitdate>,1943-1944,</unitdate><container>,box 25 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342219,</uri><cid>,MC147_c00058,</cid><unittitle>,Committees: Public Education,</unittitle><unitdate>,1955-1957,</unitdate><container>,box 25 folder 6-7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342220,</uri><cid>,MC147_c00059,</cid><unittitle>,Committees: Public Education: Map,</unittitle><unitdate>,1958-1959,</unitdate><container>,box 25 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342221,</uri><cid>,MC147_c00060,</cid><unittitle>,Committees: Publications,</unittitle><unitdate>,1942-1943,</unitdate><container>,box 25 folder 9-10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342222,</uri><cid>,MC147_c00061,</cid><unittitle>,Committees: Reorganization,</unittitle><unitdate>,1954-1955,</unitdate><container>,box 25 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342223,</uri><cid>,MC147_c00062,</cid><unittitle>,Committees: Ways and Means,</unittitle><unitdate>,1962,</unitdate><container>,box 25 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342224,</uri><cid>,MC147_c00063,</cid><unittitle>,Committees: General,</unittitle><unitdate>,1954,</unitdate><container>,box 25 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342225,</uri><cid>,MC147_c00064,</cid><unittitle>,Program and Budget: Annual Discussions,</unittitle><unitdate>,1942,</unitdate><container>,box 25 folder 14-19 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342226,</uri><cid>,MC147_c00065,</cid><unittitle>,Program and Budget: Annual Discussions,</unittitle><unitdate>,1960-1987,</unitdate><container>,box 26 folder 1-26 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342227,</uri><cid>,MC147_c00066,</cid><unittitle>,Program and Budget: Annual Discussions,</unittitle><unitdate>,1987-1991,</unitdate><container>,box 27 folder 1-4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342228,</uri><cid>,MC147_c00067,</cid><unittitle>,Program and Budget: General,</unittitle><unitdate>,circa 1930,</unitdate><container>,box 27 folder 5-10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342229,</uri><cid>,MC147_c00068,</cid><unittitle>,Policy Debate,</unittitle><unitdate>,1985-1987,</unitdate><container>,box 27 folder 11-12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342230,</uri><cid>,MC147_c00069,</cid><unittitle>,Reports: Annual,</unittitle><unitdate>,1927-1936,</unitdate><container>,box 28 folder 1-5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342231,</uri><cid>,MC147_c00070,</cid><unittitle>,Reports: Executive Director's,</unittitle><unitdate>,1950,</unitdate><container>,box 28 folder 6-10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342232,</uri><cid>,MC147_c00071,</cid><unittitle>,Reports: Activity and Program,</unittitle><unitdate>,1923,</unitdate><container>,box 28 folder 11-20 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342233,</uri><cid>,MC147_c00072,</cid><unittitle>,Reports: Activity and Program,</unittitle><unitdate>,1988-1991,</unitdate><container>,box 29 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342234,</uri><cid>,MC147_c00073,</cid><unittitle>,"Reports: Activity and Program: Flute, Jerry",</unittitle><unitdate>,1982-1993,</unitdate><container>,box 29 folder 2-3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342235,</uri><cid>,MC147_c00074,</cid><unittitle>,Certificates of Incorporation,</unittitle><unitdate>,1923-1963,</unitdate><container>,box 29 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342236,</uri><cid>,MC147_c00075,</cid><unittitle>,By-Laws,</unittitle><unitdate>,1933-1969,</unitdate><container>,box 29 folder 5-6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342237,</uri><cid>,MC147_c00076,</cid><unittitle>,Merger of National Association on Indian Affairs with American Indian Defense Association,</unittitle><unitdate>,1935-1937,</unitdate><container>,box 29 folder 7-8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342238,</uri><cid>,MC147_c00077,</cid><unittitle>,Merger of National Association on Indian Affairs with American Indian Defense Association: Restructuring,</unittitle><unitdate>,1936-1937,</unitdate><container>,box 30 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342239,</uri><cid>,MC147_c00078,</cid><unittitle>,Organizational Analysis and Restructuring,</unittitle><unitdate>,1957-1958,</unitdate><container>,box 30 folder 2-3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342240,</uri><cid>,MC147_c00079,</cid><unittitle>,Staff: Benefits,</unittitle><unitdate>,1988,</unitdate><container>,box 30 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342241,</uri><cid>,MC147_c00080,</cid><unittitle>,Staff: Employment Policies,</unittitle><unitdate>,1953-1956,</unitdate><container>,box 30 folder 5-7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342242,</uri><cid>,MC147_c00081,</cid><unittitle>,Staff: Executive Director Search,</unittitle><unitdate>,1947,</unitdate><container>,box 30 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342243,</uri><cid>,MC147_c00082,</cid><unittitle>,Staff: Job Descriptions,</unittitle><unitdate>,1954,</unitdate><container>,box 30 folder 9-11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342244,</uri><cid>,MC147_c00083,</cid><unittitle>,Staff: Listings,</unittitle><unitdate>,circa 1962-1990,</unitdate><container>,box 30 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342245,</uri><cid>,MC147_c00084,</cid><unittitle>,Staff: Meetings,</unittitle><unitdate>,1964,</unitdate><container>,box 30 folder 13-14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342246,</uri><cid>,MC147_c00085,</cid><unittitle>,Staff: Office Reports,</unittitle><unitdate>,1932-1936,</unitdate><container>,box 30 folder 15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342247,</uri><cid>,MC147_c00086,</cid><unittitle>,General: Indian Advisory Board,</unittitle><unitdate>,1953,</unitdate><container>,box 30 folder 16 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342248,</uri><cid>,MC147_c00087,</cid><unittitle>,General: Membership Lists,</unittitle><unitdate>,1941-1979,</unitdate><container>,box 30 folder 17 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342249,</uri><cid>,MC147_c00089,</cid><unittitle>,Arizona,</unittitle><unitdate>,1938-1952,</unitdate><container>,box 30 folder 18 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342250,</uri><cid>,MC147_c00090,</cid><unittitle>,California,</unittitle><unitdate>,1932-1939,</unitdate><container>,box 30 folder 19 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342251,</uri><cid>,MC147_c00091,</cid><unittitle>,California,</unittitle><unitdate>,1939-1962,</unitdate><container>,box 31 folder 1-2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342252,</uri><cid>,MC147_c00092,</cid><unittitle>,Colorado,</unittitle><unitdate>,1933-1940,</unitdate><container>,box 31 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342253,</uri><cid>,MC147_c00093,</cid><unittitle>,Idaho,</unittitle><unitdate>,1950,</unitdate><container>,box 31 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342254,</uri><cid>,MC147_c00094,</cid><unittitle>,Illinois,</unittitle><unitdate>,1938-1941,</unitdate><container>,box 31 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342255,</uri><cid>,MC147_c00095,</cid><unittitle>,Massachusetts,</unittitle><unitdate>,1923-1944,</unitdate><container>,box 31 folder 6-8 ,</container></record>
